,economy,GDP per capita (current US$),"Government expenditure on education, total (% of government expenditure)",Current health expenditure (% of GDP),Gini index,"Life expectancy at birth, total (years)",year,region,ncomelvl,incomelvl
55,AFW,1796.66863273368,14.7336452370994,4.20982209551871,,57.9878133945189,2022,,,
56,AFW,1599.39298291654,15.3105804752341,,,58.8557215483276,2023,,,
57,AFW,1284.15444092323,,,,,2024,,,
103,ARB,5928.30535993301,,3.89077746016803,,69.8073221012027,2010,,,
104,ARB,6894.19536785393,,3.80471356751387,,69.3633376859826,2011,,,
105,ARB,7362.6299087983,,3.90426354064856,,69.842316602094,2012,,,
106,ARB,7351.94811264419,,4.1641143057585,,70.1921058451273,2013,,,
107,ARB,7311.28996894348,,4.48885412988452,,70.5350666310281,2014,,,
108,ARB,6262.04168490023,,4.98051029619013,,70.6580123695192,2015,,,
109,ARB,6012.51244365971,,5.25983389240317,,70.8964881164428,2016,,,
110,ARB,6066.72679100575,,5.13032433960265,,71.1128560080647,2017,,,
111,ARB,6668.2167280195,,4.84959687174719,,71.4312997859137,2018,,,
112,ARB,6638.48541455372,11.539159554871,4.95584429172273,,71.8398932674972,2019,,,
113,ARB,5722.48099531674,12.20389147999,5.71176359177651,,70.7265588103862,2020,,,
114,ARB,6681.70895180141,,5.27421179448308,,70.4041144889903,2021,,,
115,ARB,7931.61789279006,,4.43998203289225,,71.8760955992222,2022,,,
116,ARB,7479.68809103279,,,,72.4446783578531,2023,,,
117,ARB,7521.15330929761,,,,,2024,,,
537,CEB,12635.8166890856,11.0278196334839,6.88779811880389,,75.2939657786314,2010,,,
538,CEB,13997.441472478,10.8593997955322,6.59265548895026,,75.8884748834282,2011,,,
539,CEB,13104.103611889,10.9432148933411,6.60882080007899,,76.0033944660035,2012,,,
540,CEB,13712.7336488743,9.57987022399902,6.6692270401742,,76.3747350098375,2013,,,
541,CEB,14208.4595197236,10.5688896179199,6.59196833092193,,76.6887696437325,2014,,,
542,CEB,12596.9475064791,11.5371503829956,6.51682921310469,,76.5755119772504,2015,,,
543,CEB,12874.7406922285,11.2715997695923,6.66925865717259,,76.9703062304413,2016,,,
544,CEB,14339.8580613846,10.8128595352173,6.59863381075736,,76.929788715597,2017,,,
545,CEB,16245.193864543,11.1106195449829,6.54941720981653,,76.9764380835075,2018,,,
546,CEB,16551.8488917344,11.1711702346802,6.66415132130792,,77.2659141936307,2019,,,
547,CEB,16595.9352698049,10.4621200561523,7.2547964609141,,76.0162701269145,2020,,,
548,CEB,19239.8185020397,10.6039199829102,7.43813435081596,,74.7232827859077,2021,,,
549,CEB,19548.6930479638,10.5161952972412,7.02752581684412,,76.6522987292583,2022,,,
550,CEB,22699.5351734821,,,,77.8967836493153,2023,,,
551,CEB,24543.3040551653,,,,,2024,,,
731,CSS,12594.873505728,12.9033102202913,5.17912461683435,,71.0114366987074,2010,,,
732,CSS,13449.4807692589,11.1150541951613,5.01620167544247,,71.266093287793,2011,,,
733,CSS,14172.8904656639,11.2732949708338,4.97174628756924,,71.4019143290264,2012,,,
734,CSS,14504.715597077,11.7303844582749,5.09454194307306,,71.5692506084297,2013,,,
735,CSS,14888.5440422155,10.5093876319068,5.0830902932829,,71.7739411761824,2014,,,
